timestamp,busy,Total Duration (hrs),Total Energy (kWh),Average Power (kW)
10/15/2022 2:20,27,2.25,540,6480
10/15/2022 2:25,27,2.25,540,6480
10/15/2022 2:30,27,2.25,540,6480
10/15/2022 2:35,27,2.25,540,6480
10/15/2022 2:40,27,2.25,540,6480
10/15/2022 2:45,25,2.083333333,500,6000
10/15/2022 2:50,25,2.083333333,500,6000
10/15/2022 2:55,25,2.083333333,500,6000
10/15/2022 3:00,27,2.25,540,6480
10/15/2022 3:05,27,2.25,540,6480
10/15/2022 3:10,27,2.25,540,6480
10/15/2022 3:15,27,2.25,540,6480
10/15/2022 3:20,27,2.25,540,6480
10/15/2022 3:25,28,2.333333333,560,6720
10/15/2022 3:30,28,2.333333333,560,6720
10/15/2022 3:35,29,2.416666667,580,6960
10/15/2022 3:40,29,2.416666667,580,6960
10/15/2022 3:45,29,2.416666667,580,6960
10/15/2022 3:50,28,2.333333333,560,6720
10/15/2022 3:55,28,2.333333333,560,6720
10/15/2022 4:00,29,2.416666667,580,6960
10/15/2022 4:05,29,2.416666667,580,6960
10/15/2022 4:10,29,2.416666667,580,6960
10/15/2022 4:15,26,2.166666667,520,6240
10/15/2022 4:20,26,2.166666667,520,6240
10/15/2022 4:25,28,2.333333333,560,6720
10/15/2022 4:30,28,2.333333333,560,6720
10/15/2022 4:35,28,2.333333333,560,6720
10/15/2022 4:40,24,2,480,5760
10/15/2022 4:45,24,2,480,5760
10/15/2022 4:50,24,2,480,5760
10/15/2022 4:55,24,2,480,5760
10/15/2022 5:00,28,2.25,540,6720
10/15/2022 5:05,30,2.416666667,580,7200
10/15/2022 5:10,30,2.416666667,580,7200
10/15/2022 5:15,26,2.166666667,520,6240
10/15/2022 5:20,26,2.166666667,520,6240
10/15/2022 5:25,26,2.166666667,520,6240
10/15/2022 5:30,30,2.416666667,580,7200
10/15/2022 5:35,30,2.416666667,580,7200
10/15/2022 5:40,30,2.416666667,580,7200
10/15/2022 5:45,29,2.333333333,560,6960
10/15/2022 5:50,29,2.333333333,560,6960
10/15/2022 5:55,29,2.333333333,560,6960
10/15/2022 6:00,29,2.333333333,560,6960
10/15/2022 6:05,29,2.333333333,560,6960
10/15/2022 6:10,29,2.333333333,560,6960
10/15/2022 6:15,29,2.416666667,580,6960
10/15/2022 6:20,29,2.416666667,580,6960
10/15/2022 6:25,29,2.416666667,580,6960
10/15/2022 6:30,32,2.666666667,640,7680
10/15/2022 6:35,32,2.666666667,640,7680
10/15/2022 6:40,32,2.666666667,640,7680
10/15/2022 6:45,32,2.666666667,640,7680
10/15/2022 6:50,32,2.666666667,640,7680
10/15/2022 6:55,32,2.666666667,640,7680
10/15/2022 7:00,32,2.666666667,640,7680
10/15/2022 7:05,37,3.083333333,740,8880
10/15/2022 7:10,37,3.083333333,740,8880
10/15/2022 7:15,38,3.166666667,760,9120
10/15/2022 7:20,38,3.166666667,760,9120
10/15/2022 7:25,39,3.25,780,9360
10/15/2022 7:30,39,3.25,780,9360
10/15/2022 7:35,39,3.25,780,9360
10/15/2022 7:40,39,3.25,780,9360
10/15/2022 7:45,34,2.833333333,680,8160
10/15/2022 7:50,30,2.5,600,7200
10/15/2022 7:55,30,2.5,600,7200
10/15/2022 8:00,29,2.416666667,580,6960
10/15/2022 8:05,29,2.416666667,580,6960
10/15/2022 8:10,24,2,480,5760
10/15/2022 8:15,24,2,480,5760
10/15/2022 8:20,24,2,480,5760
10/15/2022 8:25,17,1.416666667,340,4080
10/15/2022 8:30,17,1.416666667,340,4080
10/15/2022 8:35,12,1,240,2880
10/15/2022 8:40,12,1,240,2880
10/15/2022 8:45,12,1,240,2880
10/15/2022 8:50,10,0.833333333,200,2400
10/15/2022 8:55,10,0.833333333,200,2400
10/15/2022 9:00,8,0.666666667,160,1920
10/15/2022 9:05,8,0.666666667,160,1920
10/15/2022 9:10,8,0.666666667,160,1920
10/15/2022 9:15,9,0.75,180,2160
10/15/2022 9:20,9,0.75,180,2160
10/15/2022 9:25,8,0.666666667,160,1920
10/15/2022 9:30,8,0.666666667,160,1920
10/15/2022 9:35,8,0.666666667,160,1920
10/15/2022 9:40,8,0.666666667,160,1920
10/15/2022 9:45,8,0.666666667,160,1920
10/15/2022 9:50,8,0.666666667,160,1920
10/15/2022 9:55,8,0.666666667,160,1920
10/15/2022 10:00,7,0.583333333,140,1680
10/15/2022 10:05,7,0.583333333,140,1680
10/15/2022 10:10,7,0.583333333,140,1680
10/15/2022 10:15,7,0.583333333,140,1680
10/15/2022 10:20,7,0.583333333,140,1680
10/15/2022 10:25,5,0.416666667,100,1200
10/15/2022 10:30,5,0.416666667,100,1200
10/15/2022 10:35,5,0.416666667,100,1200
10/15/2022 10:40,6,0.5,120,1440
10/15/2022 10:45,6,0.5,120,1440
10/15/2022 10:50,6,0.5,120,1440
10/15/2022 10:55,4,0.333333333,80,960
10/15/2022 11:00,4,0.333333333,80,960
10/15/2022 11:05,4,0.333333333,80,960
10/15/2022 11:10,4,0.333333333,80,960
10/15/2022 11:15,4,0.333333333,80,960
10/15/2022 11:20,4,0.333333333,80,960
10/15/2022 11:25,4,0.333333333,80,960
10/15/2022 11:30,4,0.333333333,80,960
10/15/2022 11:35,4,0.333333333,80,960
10/15/2022 11:40,2,0.166666667,40,480
10/15/2022 11:45,2,0.166666667,40,480
10/15/2022 11:50,2,0.166666667,40,480
10/15/2022 11:55,5,0.416666667,100,1200
10/15/2022 12:00,5,0.416666667,100,1200
10/15/2022 12:05,5,0.416666667,100,1200
10/15/2022 12:10,14,1.166666667,280,3360
10/15/2022 12:15,14,1.166666667,280,3360
10/15/2022 12:20,19,1.583333333,380,4560
10/15/2022 12:25,19,1.583333333,380,4560
10/15/2022 12:30,19,1.583333333,380,4560
10/15/2022 12:35,19,1.583333333,380,4560
10/15/2022 12:40,19,1.583333333,380,4560
10/15/2022 12:45,19,1.583333333,380,4560
10/15/2022 12:50,19,1.583333333,380,4560
10/15/2022 12:55,19,1.583333333,380,4560
10/15/2022 13:00,21,1.75,420,5040
10/15/2022 13:05,21,1.75,420,5040
10/15/2022 13:10,21,1.75,420,5040
10/15/2022 13:15,20,1.666666667,400,4800
10/15/2022 13:20,20,1.666666667,400,4800
10/15/2022 13:25,15,1.25,300,3600
10/15/2022 13:30,15,1.25,300,3600
10/15/2022 13:35,15,1.25,300,3600
10/15/2022 13:40,12,1,240,2880
10/15/2022 13:45,12,1,240,2880
10/15/2022 13:50,12,1,240,2880
10/15/2022 13:55,7,0.583333333,140,1680
10/15/2022 14:00,7,0.583333333,140,1680
10/15/2022 14:05,7,0.583333333,140,1680
10/15/2022 14:10,8,0.666666667,160,1920
10/15/2022 14:15,8,0.666666667,160,1920
10/15/2022 14:20,6,0.5,120,1440
10/15/2022 14:25,6,0.5,120,1440
10/15/2022 14:30,6,0.5,120,1440
10/15/2022 14:35,6,0.5,120,1440
10/15/2022 14:40,6,0.5,120,1440
10/15/2022 14:45,7,0.583333333,140,1680
10/15/2022 14:50,7,0.583333333,140,1680
10/15/2022 14:55,7,0.583333333,140,1680
10/15/2022 15:00,8,0.666666667,160,1920
10/15/2022 15:05,8,0.666666667,160,1920
10/15/2022 15:10,11,0.916666667,220,2640
10/15/2022 15:15,11,0.916666667,220,2640
10/15/2022 15:20,12,1,240,2880
10/15/2022 15:25,12,1,240,2880
10/15/2022 15:30,12,1,240,2880
10/15/2022 15:35,15,1.25,300,3600
10/15/2022 15:40,15,1.25,300,3600
10/15/2022 15:45,15,1.25,300,3600
10/15/2022 15:50,14,1.166666667,280,3360
10/15/2022 15:55,14,1.166666667,280,3360
10/15/2022 16:00,14,1.166666667,280,3360
10/15/2022 16:05,15,1.25,300,3600
10/15/2022 16:10,15,1.25,300,3600
10/15/2022 16:15,16,1.25,300,3840
10/15/2022 16:20,16,1.25,300,3840
10/15/2022 16:25,16,1.25,300,3840
10/15/2022 16:30,16,1.333333333,320,3840
10/15/2022 16:35,16,1.333333333,320,3840
10/15/2022 16:40,16,1.333333333,320,3840
10/15/2022 16:45,26,2.166666667,520,6240
10/15/2022 16:50,26,2.166666667,520,6240
10/15/2022 16:55,26,2.166666667,520,6240
10/15/2022 17:00,26,2.166666667,520,6240
10/15/2022 17:05,26,2.166666667,520,6240
10/15/2022 17:10,26,2.166666667,520,6240
10/15/2022 17:15,29,2.416666667,580,6960
10/15/2022 17:20,29,2.416666667,580,6960
10/15/2022 17:25,33,2.75,660,7920
10/15/2022 17:30,33,2.75,660,7920
10/15/2022 17:35,33,2.75,660,7920
10/15/2022 17:40,34,2.833333333,680,8160
10/15/2022 17:45,34,2.833333333,680,8160
10/15/2022 17:50,34,2.833333333,680,8160
10/15/2022 17:55,29,2.416666667,580,6960
10/15/2022 18:00,29,2.416666667,580,6960
10/15/2022 18:05,29,2.416666667,580,6960
10/15/2022 18:10,25,2.083333333,500,6000
10/15/2022 18:15,25,2.083333333,500,6000
10/15/2022 18:20,25,2.083333333,500,6000
10/15/2022 18:25,27,2.25,540,6480
10/15/2022 18:30,27,2.25,540,6480
10/15/2022 18:35,27,2.25,540,6480
10/15/2022 18:40,24,2,480,5760
10/15/2022 18:45,24,2,480,5760
10/15/2022 18:50,24,2,480,5760
10/15/2022 18:55,21,1.75,420,5040
10/15/2022 19:00,21,1.75,420,5040
10/15/2022 19:05,21,1.75,420,5040
10/15/2022 19:10,22,1.833333333,440,5280
10/15/2022 19:15,22,1.833333333,440,5280
10/15/2022 19:20,22,1.833333333,440,5280
10/15/2022 19:25,25,2.083333333,500,6000
10/15/2022 19:30,25,2.083333333,500,6000
10/15/2022 19:35,25,2.083333333,500,6000
10/15/2022 19:40,25,2.083333333,500,6000
10/15/2022 19:45,21,1.75,420,5040
10/15/2022 19:50,21,1.75,420,5040
10/15/2022 19:55,18,1.5,360,4320
10/15/2022 20:00,18,1.5,360,4320
10/15/2022 20:05,18,1.5,360,4320
10/15/2022 20:10,14,1.166666667,280,3360
10/15/2022 20:15,14,1.166666667,280,3360
10/15/2022 20:20,17,1.416666667,340,4080
10/15/2022 20:25,17,1.416666667,340,4080
10/15/2022 20:30,17,1.416666667,340,4080
10/15/2022 20:35,16,1.333333333,320,3840
10/15/2022 20:40,16,1.333333333,320,3840
10/15/2022 20:45,16,1.333333333,320,3840
10/15/2022 20:50,14,1.166666667,280,3360
10/15/2022 20:55,14,1.166666667,280,3360
10/15/2022 21:00,14,1.166666667,280,3360
10/15/2022 21:05,14,1.166666667,280,3360
10/15/2022 21:10,14,1.166666667,280,3360
10/15/2022 21:15,15,1.25,300,3600
10/15/2022 21:20,15,1.25,300,3600
10/15/2022 21:25,15,1.25,300,3600
10/15/2022 21:30,16,1.333333333,320,3840
10/15/2022 21:35,16,1.333333333,320,3840
10/15/2022 21:40,16,1.333333333,320,3840
10/15/2022 21:45,16,1.333333333,320,3840
10/15/2022 21:50,16,1.333333333,320,3840
10/15/2022 21:55,19,1.583333333,380,4560
10/15/2022 22:00,19,1.583333333,380,4560
10/15/2022 22:05,19,1.583333333,380,4560
10/15/2022 22:10,14,1.166666667,280,3360
10/15/2022 22:15,14,1.166666667,280,3360
10/15/2022 22:20,14,1.166666667,280,3360
10/15/2022 22:25,16,1.333333333,320,3840
10/15/2022 22:30,16,1.333333333,320,3840
10/15/2022 22:35,15,1.25,300,3600
10/15/2022 22:40,15,1.25,300,3600
10/15/2022 22:45,14,1.166666667,280,3360
10/15/2022 22:50,14,1.166666667,280,3360
10/15/2022 22:55,14,1.166666667,280,3360
10/15/2022 23:00,12,1,240,2880
10/15/2022 23:05,12,1,240,2880
10/15/2022 23:10,12,1,240,2880
10/15/2022 23:15,13,1.083333333,260,3120
10/15/2022 23:20,13,1.083333333,260,3120
10/15/2022 23:25,13,1.083333333,260,3120
10/15/2022 23:30,15,1.25,300,3600
10/15/2022 23:35,15,1.25,300,3600
10/15/2022 23:40,15,1.25,300,3600
10/15/2022 23:45,17,1.416666667,340,4080
10/15/2022 23:50,17,1.416666667,340,4080
10/15/2022 23:55,19,1.583333333,380,4560
10/16/2022 0:00,19,1.583333333,380,4560
10/16/2022 0:05,25,2.083333333,500,6000
10/16/2022 0:10,25,2.083333333,500,6000
10/16/2022 0:15,26,2.166666667,520,6240
10/16/2022 0:20,26,2.166666667,520,6240
10/16/2022 0:25,26,2.166666667,520,6240
10/16/2022 0:30,26,2.166666667,520,6240
10/16/2022 0:35,26,2.166666667,520,6240
10/16/2022 0:40,26,2.166666667,520,6240
10/16/2022 0:45,23,1.916666667,460,5520
10/16/2022 0:50,24,2,480,5760
10/16/2022 0:55,24,2,480,5760
10/16/2022 1:00,23,1.916666667,460,5520
10/16/2022 1:05,23,1.916666667,460,5520
10/16/2022 1:10,23,1.916666667,460,5520
10/16/2022 1:15,23,1.916666667,460,5520
10/16/2022 1:20,23,1.916666667,460,5520
10/16/2022 1:25,27,2.25,540,6480
10/16/2022 1:30,27,2.25,540,6480
10/16/2022 1:35,25,2.083333333,500,6000
10/16/2022 1:40,25,2.083333333,500,6000
10/16/2022 1:45,25,2.083333333,500,6000
10/16/2022 1:50,25,2.083333333,500,6000
10/16/2022 1:55,25,2.083333333,500,6000
10/16/2022 2:00,25,2.083333333,500,6000
10/16/2022 2:05,27,2.25,540,6480
10/16/2022 2:10,27,2.25,540,6480
10/16/2022 2:15,30,2.5,600,7200
10/16/2022 2:20,30,2.5,600,7200
10/16/2022 2:25,28,2.333333333,560,6720
10/16/2022 2:30,28,2.333333333,560,6720
10/16/2022 2:35,28,2.333333333,560,6720
10/16/2022 2:40,26,2.166666667,520,6240
10/16/2022 2:45,26,2.166666667,520,6240
10/16/2022 2:50,30,2.5,600,7200
10/16/2022 2:55,30,2.5,600,7200
10/16/2022 3:00,33,2.75,660,7920
10/16/2022 3:05,33,2.75,660,7920
10/16/2022 3:10,33,2.75,660,7920
10/16/2022 3:15,29,2.416666667,580,6960
10/16/2022 3:20,29,2.416666667,580,6960
10/16/2022 3:25,29,2.416666667,580,6960
10/16/2022 3:30,23,1.916666667,460,5520
10/16/2022 3:35,23,1.916666667,460,5520
10/16/2022 3:40,23,1.916666667,460,5520
10/16/2022 3:45,20,1.666666667,400,4800
10/16/2022 3:50,20,1.666666667,400,4800
10/16/2022 3:55,22,1.833333333,440,5280
10/16/2022 4:00,22,1.833333333,440,5280
10/16/2022 4:05,22,1.833333333,440,5280
10/16/2022 4:10,24,2,480,5760
10/16/2022 4:15,24,2,480,5760
10/16/2022 4:20,24,2,480,5760
10/16/2022 4:25,28,2.333333333,560,6720
10/16/2022 4:30,28,2.333333333,560,6720
10/16/2022 4:35,26,2.166666667,520,6240
10/16/2022 4:40,26,2.166666667,520,6240
10/16/2022 4:45,26,2.166666667,520,6240
10/16/2022 4:50,24,2,480,5760
10/16/2022 4:55,24,2,480,5760
10/16/2022 5:00,22,1.833333333,440,5280
10/16/2022 5:05,22,1.833333333,440,5280
10/16/2022 5:10,22,1.833333333,440,5280
10/16/2022 5:15,25,2.083333333,500,6000
10/16/2022 5:20,25,2.083333333,500,6000
10/16/2022 5:25,27,2.25,540,6480
10/16/2022 5:30,27,2.25,540,6480
10/16/2022 5:35,27,2.25,540,6480
10/16/2022 5:40,27,2.25,540,6480
10/16/2022 5:45,27,2.25,540,6480
10/16/2022 5:50,25,2.083333333,500,6000
10/16/2022 5:55,25,2.083333333,500,6000
10/16/2022 6:00,30,2.5,600,7200
10/16/2022 6:05,30,2.5,600,7200
10/16/2022 6:10,30,2.5,600,7200
10/16/2022 6:15,29,2.416666667,580,6960
10/16/2022 6:20,29,2.416666667,580,6960
10/16/2022 6:25,29,2.416666667,580,6960
10/16/2022 6:30,31,2.583333333,620,7440
10/16/2022 6:35,31,2.583333333,620,7440
10/16/2022 6:40,31,2.583333333,620,7440
10/16/2022 6:45,35,2.916666667,700,8400
10/16/2022 6:50,35,2.916666667,700,8400
10/16/2022 6:55,35,2.916666667,700,8400
10/16/2022 7:00,38,3.166666667,760,9120
10/16/2022 7:05,38,3.166666667,760,9120
10/16/2022 7:10,38,3.166666667,760,9120
10/16/2022 7:15,36,3,720,8640
10/16/2022 7:20,36,3,720,8640
10/16/2022 7:25,36,3,720,8640
10/16/2022 7:30,36,3,720,8640
10/16/2022 7:35,36,3,720,8640
10/16/2022 7:40,37,3.083333333,740,8880
10/16/2022 7:45,37,3.083333333,740,8880
10/16/2022 7:50,37,3.083333333,740,8880
10/16/2022 7:55,37,3.083333333,740,8880
10/16/2022 8:00,37,3.083333333,740,8880
10/16/2022 8:05,37,3.083333333,740,8880
10/16/2022 8:10,27,2.25,540,6480
10/16/2022 8:15,27,2.25,540,6480
10/16/2022 8:20,27,2.25,540,6480
10/16/2022 8:25,23,1.916666667,460,5520
10/16/2022 8:30,23,1.916666667,460,5520
10/16/2022 8:35,23,1.916666667,460,5520
10/16/2022 8:40,20,1.666666667,400,4800
10/16/2022 8:45,20,1.666666667,400,4800
10/16/2022 8:50,20,1.666666667,400,4800
10/16/2022 8:55,13,1.083333333,260,3120
10/16/2022 9:00,13,1.083333333,260,3120
10/16/2022 9:05,13,1.083333333,260,3120
10/16/2022 9:10,9,0.75,180,2160
10/16/2022 9:15,9,0.75,180,2160
10/16/2022 9:20,9,0.75,180,2160
10/16/2022 9:25,9,0.75,180,2160
10/16/2022 9:30,9,0.75,180,2160
10/16/2022 9:35,9,0.75,180,2160
10/16/2022 9:40,10,0.833333333,200,2400
10/16/2022 9:45,10,0.833333333,200,2400
10/16/2022 9:50,8,0.666666667,160,1920
10/16/2022 9:55,8,0.666666667,160,1920
10/16/2022 10:00,6,0.5,120,1440
10/16/2022 10:05,6,0.5,120,1440
10/16/2022 10:10,6,0.5,120,1440
10/16/2022 10:15,6,0.5,120,1440
10/16/2022 10:20,6,0.5,120,1440
10/16/2022 10:25,6,0.5,120,1440
10/16/2022 10:30,6,0.5,120,1440
10/16/2022 10:35,6,0.5,120,1440
10/16/2022 10:40,6,0.5,120,1440
10/16/2022 10:45,6,0.5,120,1440
10/16/2022 10:50,6,0.5,120,1440
10/16/2022 10:55,6,0.5,120,1440
10/16/2022 11:00,6,0.5,120,1440
10/16/2022 11:05,6,0.5,120,1440
10/16/2022 11:10,7,0.583333333,140,1680
10/16/2022 11:15,7,0.583333333,140,1680
10/16/2022 11:20,6,0.5,120,1440
10/16/2022 11:25,6,0.5,120,1440
10/16/2022 11:30,6,0.5,120,1440
10/16/2022 11:35,8,0.666666667,160,1920
10/16/2022 11:40,8,0.666666667,160,1920
10/16/2022 11:45,8,0.666666667,160,1920
10/16/2022 11:50,8,0.666666667,160,1920
10/16/2022 11:55,8,0.666666667,160,1920
10/16/2022 12:00,15,1.25,300,3600
10/16/2022 12:05,15,1.25,300,3600
10/16/2022 12:10,15,1.25,300,3600
10/16/2022 12:15,23,1.916666667,460,5520
10/16/2022 12:20,23,1.916666667,460,5520
10/16/2022 12:25,21,1.75,420,5040
10/16/2022 12:30,21,1.75,420,5040
10/16/2022 12:35,21,1.75,420,5040
10/16/2022 12:40,22,1.833333333,440,5280
10/16/2022 12:45,22,1.833333333,440,5280
10/16/2022 12:50,22,1.833333333,440,5280
10/16/2022 12:55,23,1.916666667,460,5520
10/16/2022 13:00,23,1.916666667,460,5520
10/16/2022 13:05,23,1.916666667,460,5520
10/16/2022 13:10,20,1.666666667,400,4800
10/16/2022 13:15,20,1.666666667,400,4800
10/16/2022 13:20,20,1.666666667,400,4800
10/16/2022 13:25,24,2,480,5760
10/16/2022 13:30,24,2,480,5760
10/16/2022 13:35,23,1.916666667,460,5520
10/16/2022 13:40,23,1.916666667,460,5520
10/16/2022 13:45,23,1.916666667,460,5520
10/16/2022 13:50,14,1.166666667,280,3360
10/16/2022 13:55,14,1.166666667,280,3360
10/16/2022 14:00,13,1.083333333,260,3120
10/16/2022 14:05,13,1.083333333,260,3120
10/16/2022 14:10,13,1.083333333,260,3120
10/16/2022 14:15,13,1.083333333,260,3120
10/16/2022 14:20,7,0.583333333,140,1680
10/16/2022 14:25,9,0.75,180,2160
10/16/2022 14:30,9,0.75,180,2160
10/16/2022 14:35,9,0.75,180,2160
10/16/2022 14:40,13,1.083333333,260,3120
10/16/2022 14:45,13,1.083333333,260,3120
10/16/2022 14:50,13,1.083333333,260,3120
10/16/2022 14:55,12,1,240,2880
10/16/2022 15:00,12,1,240,2880
10/16/2022 15:05,12,1,240,2880
10/16/2022 15:10,12,1,240,2880
10/16/2022 15:15,12,1,240,2880
10/16/2022 15:20,12,1,240,2880
10/16/2022 15:25,12,1,240,2880
10/16/2022 15:30,12,1,240,2880
10/16/2022 15:35,15,1.25,300,3600
10/16/2022 15:40,15,1.25,300,3600
10/16/2022 15:45,15,1.25,300,3600
10/16/2022 15:50,14,1.166666667,280,3360
10/16/2022 15:55,14,1.166666667,280,3360
10/16/2022 16:00,15,1.25,300,3600
10/16/2022 16:05,15,1.25,300,3600
10/16/2022 16:10,15,1.25,300,3600
10/16/2022 16:15,18,1.5,360,4320
10/16/2022 16:20,18,1.5,360,4320
10/16/2022 16:25,23,1.916666667,460,5520
10/16/2022 16:30,23,1.916666667,460,5520
10/16/2022 16:35,24,2,480,5760
10/16/2022 16:40,24,2,480,5760
10/16/2022 16:45,24,2,480,5760
10/16/2022 16:50,24,2,480,5760
10/16/2022 16:55,24,2,480,5760
10/16/2022 17:00,24,2,480,5760
10/16/2022 17:05,24,2,480,5760
10/16/2022 17:10,24,2,480,5760
10/16/2022 17:15,24,2,480,5760
10/16/2022 17:20,24,2,480,5760
10/16/2022 17:25,28,2.333333333,560,6720
10/16/2022 17:30,28,2.333333333,560,6720
10/16/2022 17:35,28,2.333333333,560,6720
10/16/2022 17:40,28,2.333333333,560,6720
10/16/2022 17:45,28,2.333333333,560,6720
10/16/2022 17:50,30,2.5,600,7200
10/16/2022 17:55,30,2.5,600,7200
10/16/2022 18:00,30,2.5,600,7200
10/16/2022 18:05,30,2.5,600,7200
10/16/2022 18:10,30,2.5,600,7200
10/16/2022 18:15,28,2.333333333,560,6720
10/16/2022 18:20,28,2.333333333,560,6720
10/16/2022 18:25,28,2.333333333,560,6720
10/16/2022 18:30,19,1.583333333,380,4560
10/16/2022 18:35,19,1.583333333,380,4560
10/16/2022 18:40,20,1.666666667,400,4800
10/16/2022 18:45,20,1.666666667,400,4800
10/16/2022 18:50,20,1.666666667,400,4800
10/16/2022 18:55,19,1.583333333,380,4560
10/16/2022 19:00,19,1.583333333,380,4560
10/16/2022 19:05,19,1.583333333,380,4560
10/16/2022 19:10,23,1.916666667,460,5520
10/16/2022 19:15,23,1.916666667,460,5520
10/16/2022 19:20,23,1.916666667,460,5520
10/16/2022 19:25,23,1.916666667,460,5520
10/16/2022 19:30,19,1.583333333,380,4560
10/16/2022 19:35,19,1.583333333,380,4560
10/16/2022 19:40,20,1.666666667,400,4800
10/16/2022 19:45,20,1.666666667,400,4800
10/16/2022 19:50,22,1.833333333,440,5280
10/16/2022 19:55,22,1.833333333,440,5280
10/16/2022 20:00,22,1.833333333,440,5280
10/16/2022 20:05,22,1.833333333,440,5280
10/16/2022 20:10,20,1.666666667,400,4800
10/16/2022 20:15,20,1.666666667,400,4800
10/16/2022 20:20,20,1.666666667,400,4800
10/16/2022 20:25,16,1.333333333,320,3840
10/16/2022 20:30,16,1.333333333,320,3840
10/16/2022 20:35,18,1.5,360,4320
10/16/2022 20:40,18,1.5,360,4320
10/16/2022 20:45,18,1.5,360,4320
10/16/2022 20:50,16,1.333333333,320,3840
10/16/2022 20:55,16,1.333333333,320,3840
10/16/2022 21:00,13,1.083333333,260,3120
10/16/2022 21:05,13,1.083333333,260,3120
10/16/2022 21:10,13,1.083333333,260,3120
10/16/2022 21:15,13,1.083333333,260,3120
10/16/2022 21:20,15,1.25,300,3600
10/16/2022 21:25,13,1.083333333,260,3120
10/16/2022 21:30,13,1.083333333,260,3120
10/16/2022 21:35,13,1.083333333,260,3120
10/16/2022 21:40,14,1.166666667,280,3360
10/16/2022 21:45,14,1.166666667,280,3360
10/16/2022 21:50,14,1.166666667,280,3360
10/16/2022 21:55,13,1.083333333,260,3120
10/16/2022 22:00,13,1.083333333,260,3120
10/16/2022 22:05,13,1.083333333,260,3120
10/16/2022 22:10,13,1.083333333,260,3120
10/16/2022 22:15,12,1,240,2880
10/16/2022 22:20,12,1,240,2880
10/16/2022 22:25,17,1.416666667,340,4080
10/16/2022 22:30,17,1.416666667,340,4080
10/16/2022 22:35,17,1.416666667,340,4080
10/16/2022 22:40,17,1.416666667,340,4080
10/16/2022 22:45,17,1.416666667,340,4080
10/16/2022 22:50,17,1.416666667,340,4080
10/16/2022 22:55,17,1.416666667,340,4080
10/16/2022 23:00,19,1.583333333,380,4560
10/16/2022 23:05,19,1.583333333,380,4560
10/16/2022 23:10,19,1.583333333,380,4560
10/16/2022 23:15,19,1.583333333,380,4560
10/16/2022 23:20,19,1.583333333,380,4560
10/16/2022 23:25,19,1.583333333,380,4560
10/16/2022 23:30,18,1.5,360,4320
10/16/2022 23:35,18,1.5,360,4320
10/16/2022 23:40,18,1.5,360,4320
10/16/2022 23:45,18,1.5,360,4320
10/16/2022 23:50,23,1.916666667,460,5520
10/16/2022 23:55,23,1.916666667,460,5520
10/17/2022 0:00,29,2.416666667,580,6960
10/17/2022 0:05,29,2.416666667,580,6960
10/17/2022 0:10,29,2.416666667,580,6960
10/17/2022 0:15,36,3,720,8640
10/17/2022 0:20,36,3,720,8640
10/17/2022 0:25,36,3,720,8640
10/17/2022 0:30,36,3,720,8640
10/17/2022 0:35,36,3,720,8640
10/17/2022 0:40,35,2.916666667,700,8400
10/17/2022 0:45,35,2.916666667,700,8400
10/17/2022 0:50,34,2.833333333,680,8160
10/17/2022 0:55,34,2.833333333,680,8160
10/17/2022 1:00,34,2.833333333,680,8160
10/17/2022 1:05,34,2.833333333,680,8160
10/17/2022 1:10,34,2.833333333,680,8160
10/17/2022 1:15,29,2.416666667,580,6960
10/17/2022 1:20,29,2.416666667,580,6960
10/17/2022 1:25,22,1.833333333,440,5280
10/17/2022 1:30,22,1.833333333,440,5280
10/17/2022 1:35,20,1.666666667,400,4800
10/17/2022 1:40,20,1.666666667,400,4800
10/17/2022 1:45,20,1.666666667,400,4800
10/17/2022 1:50,15,1.25,300,3600
10/17/2022 1:55,15,1.25,300,3600
10/17/2022 2:00,17,1.416666667,340,4080
10/17/2022 2:05,17,1.416666667,340,4080
10/17/2022 2:10,17,1.416666667,340,4080
10/17/2022 2:15,20,1.666666667,400,4800
10/17/2022 2:20,20,1.666666667,400,4800
10/17/2022 2:25,20,1.666666667,400,4800
10/17/2022 2:30,20,1.666666667,400,4800
10/17/2022 2:35,20,1.666666667,400,4800
10/17/2022 2:40,16,1.333333333,320,3840
10/17/2022 2:45,16,1.333333333,320,3840
10/17/2022 2:50,16,1.333333333,320,3840
10/17/2022 2:55,18,1.5,360,4320
10/17/2022 3:00,18,1.5,360,4320
10/17/2022 3:05,18,1.5,360,4320
10/17/2022 3:10,18,1.5,360,4320
10/17/2022 3:15,24,2,480,5760
10/17/2022 3:20,24,2,480,5760
10/17/2022 3:25,22,1.833333333,440,5280
10/17/2022 3:30,22,1.833333333,440,5280
10/17/2022 3:35,22,1.833333333,440,5280
10/17/2022 3:40,22,1.833333333,440,5280
10/17/2022 3:45,22,1.833333333,440,5280
10/17/2022 3:50,22,1.833333333,440,5280
10/17/2022 3:55,23,1.916666667,460,5520
10/17/2022 4:00,23,1.916666667,460,5520
10/17/2022 4:05,23,1.916666667,460,5520
10/17/2022 4:10,23,1.916666667,460,5520
10/17/2022 4:15,23,1.916666667,460,5520
10/17/2022 4:20,23,1.916666667,460,5520
10/17/2022 4:25,25,2.083333333,500,6000
10/17/2022 4:30,25,2.083333333,500,6000
10/17/2022 4:35,25,2.083333333,500,6000
